transaction_id,suspect_id,date,amount,category,recipient
7185,151,28/09/2024 20:10,217.86,Dining,Taylor and Sons
16466,402,01/10/2024 02:10,217.86,Transport,"Roberts, Simmons and Smith"
4138,70,26/10/2024 04:55,217.85,Utilities,"Archer, Wall and Patel"
7669,161,18/10/2024 12:35,217.78,Groceries,"Richardson, Collins and Bibi"
18780,466,15/10/2024 20:15,217.78,Utilities,Allen-Poole
9717,217,15/11/2024 20:51,217.77,Services,Jackson-Sims
12784,301,09/10/2024 04:24,217.76,Transport,Riley Inc
4647,82,27/09/2024 11:26,217.75,Retail,"John, Hall and Burton"
7618,160,08/10/2024 09:29,217.74,Retail,Ward Inc
11433,263,10/11/2024 04:14,217.7,Utilities,Rowley Group
1870,11,27/10/2024 22:30,217.68,Utilities,"Frost, Preston and Davies"
6471,131,10/10/2024 17:31,217.67,Retail,"Barber, Griffiths and Donnelly"
2883,38,15/11/2024 16:38,217.67,Utilities,Thompson-Mitchell
16809,412,29/10/2024 12:23,217.66,Groceries,Robinson-Shaw
13764,328,17/09/2024 13:52,217.65,Dining,"Knight, Parkinson and Foster"
12855,304,10/10/2024 04:13,217.61,Groceries,"Scott, Cox and Cunningham"
16347,399,09/11/2024 06:54,217.61,Services,Brown-Benson
13367,318,18/10/2024 22:13,217.61,Transport,Frost and Sons
8051,173,05/10/2024 11:31,217.56,Services,"Morgan, Miles and Grant"
15980,390,22/10/2024 02:30,217.55,Groceries,White Group
2747,34,28/09/2024 12:11,217.54,Transport,Jackson-Norman
2680,32,14/10/2024 15:38,217.53,Dining,"Bates, Booth and Wheeler"
16082,392,04/10/2024 13:51,217.53,Groceries,Burrows LLC
12891,305,07/10/2024 01:38,217.53,Transport,Todd Group
3329,48,15/10/2024 06:33,217.52,Utilities,"Harvey, Bond and Evans"
18677,463,27/09/2024 01:45,217.51,Transport,"Coles, Connolly and Allen"
17752,437,22/10/2024 19:33,217.48,Dining,Young-Harrison
16476,402,04/10/2024 17:36,217.48,Transport,Webster Ltd
9370,207,01/11/2024 01:44,217.45,Services,Gallagher and Sons
5964,117,26/10/2024 07:51,217.43,Transport,"Lawrence, Khan and Parker"
12888,305,09/11/2024 19:22,217.43,Transport,Ellis Inc
15581,377,16/09/2024 23:16,217.42,Transport,Williams Ltd
5176,96,07/10/2024 21:01,217.38,Groceries,"Cunningham, King and Newton"
13767,328,28/09/2024 07:13,217.38,Services,"Roberts, Clark and Lloyd"
16825,412,23/09/2024 09:50,217.37,Retail,"Thomas, French and Hughes"
18035,444,24/10/2024 10:55,217.37,Transport,"Spencer, Cook and Clements"
18010,444,17/09/2024 04:10,217.32,Utilities,Glover-Gray
18052,445,10/10/2024 06:52,217.31,Services,Davies-Williams
11063,253,19/10/2024 14:46,217.3,Groceries,"Rowe, Hill and Richards"
12858,304,19/09/2024 19:30,217.27,Retail,Walters-McCarthy
2744,34,22/09/2024 02:04,217.27,Services,Taylor-Brennan
8033,173,24/10/2024 08:08,217.27,Services,Stevens-Anderson
10767,247,22/09/2024 03:22,217.26,Retail,Jones Inc
8111,174,26/10/2024 13:15,217.26,Services,Barrett Ltd
7350,153,15/10/2024 02:10,217.24,Groceries,Hughes-Cameron
7962,170,17/09/2024 03:38,217.24,Transport,Davies-Thompson
11316,260,14/11/2024 15:34,217.23,Utilities,Lewis-Collier
9201,204,01/10/2024 06:45,217.22,Dining,Shah Ltd
19083,475,01/10/2024 02:56,217.21,Services,Francis-Buckley
14312,341,27/10/2024 15:13,217.21,Transport,"Davis, Turner and Higgins"
2526,28,01/11/2024 00:44,217.18,Dining,"Turner, Martin and Sims"
15883,387,24/09/2024 05:03,217.17,Retail,Ford Group
18053,445,22/09/2024 08:42,217.16,Retail,Godfrey Inc
4276,72,25/09/2024 11:17,217.16,Utilities,Clarke-Simmons
12701,299,20/09/2024 23:09,217.14,Services,"Bennett, Storey and Anderson"
5491,106,29/10/2024 00:28,217.11,Utilities,Brown-Buckley
17876,441,04/10/2024 22:36,217.1,Transport,Hussain and Sons
9937,223,14/10/2024 06:27,217.08,Groceries,"Mistry, Miller and Reynolds"
18318,452,10/10/2024 23:20,217.07,Services,"Birch, Gray and Smith"
4470,77,01/10/2024 08:51,217.04,Retail,Davidson-Cameron
4794,85,11/11/2024 10:13,217.02,Services,Davidson Inc
18672,463,04/11/2024 02:42,217.01,Utilities,"Jones, Graham and Brown"
2421,26,29/10/2024 12:06,217,Groceries,"Clarke, Riley and Jackson"
17719,436,24/09/2024 20:55,217,Retail,White Ltd
7330,153,28/09/2024 18:14,216.99,Dining,"Wright, Cook and Wilson"
1750,8,03/11/2024 09:56,216.99,Transport,Poole Group
18457,457,25/10/2024 10:45,216.99,Utilities,Adams-Hopkins
15753,383,06/11/2024 06:05,216.98,Groceries,Rogers Group
13590,322,27/10/2024 04:48,216.98,Services,Bailey-Walker
12137,283,13/11/2024 03:42,216.96,Utilities,"Lee, Flynn and Fleming"
16285,397,02/11/2024 19:38,216.94,Services,Bailey Ltd
14065,336,23/10/2024 23:35,216.93,Groceries,Byrne-Rogers
10875,249,09/11/2024 19:34,216.93,Retail,Haynes-Wilkinson
10514,238,23/09/2024 18:48,216.92,Transport,Johnston and Sons
11485,264,06/10/2024 07:41,216.91,Retail,Barrett Group
18717,464,30/10/2024 14:40,216.91,Retail,Nicholson Group
1729,8,26/10/2024 02:47,216.9,Groceries,Adams-Clarke
14818,355,14/11/2024 10:08,216.89,Groceries,Burrows-Robinson
17565,431,06/11/2024 08:30,216.89,Groceries,"Patel, Wright and Potts"
15366,372,16/10/2024 10:47,216.89,Transport,"Parsons, Coates and Pollard"
2884,38,10/11/2024 10:17,216.89,Utilities,Simpson Inc
1512,2,07/10/2024 15:04,216.84,Groceries,"Jones, Parker and Ford"
16856,413,29/10/2024 03:09,216.84,Transport,Marshall PLC
3461,51,28/09/2024 05:16,216.83,Dining,Evans-Brennan
15542,376,08/11/2024 15:19,216.83,Groceries,"Russell, Taylor and Pearce"
11647,270,11/10/2024 17:10,216.81,Services,Dean-Hunt
8518,186,02/11/2024 08:39,216.8,Retail,Smith-Mitchell
19187,479,17/09/2024 11:17,216.79,Dining,Read-Rose
12523,294,19/09/2024 19:13,216.79,Groceries,"Griffin, Jones and Potter"
12821,303,09/11/2024 02:04,216.79,Utilities,"McDonald, Davies and Wilson"
5356,102,19/10/2024 01:00,216.76,Groceries,McDonald-King
19377,484,20/10/2024 12:09,216.76,Services,"Davies, Sullivan and Francis"
9725,217,08/11/2024 19:05,216.76,Utilities,Jones Ltd
3328,48,21/10/2024 20:22,216.75,Groceries,Wright and Sons
3161,45,18/10/2024 10:46,216.74,Transport,"Harris, Williams and Lowe"
1923,12,18/10/2024 06:07,216.74,Utilities,Clarke-Cooper
4866,87,28/09/2024 01:00,216.72,Utilities,Jones Ltd
18511,458,14/10/2024 13:37,216.7,Utilities,"Reid, Evans and Francis"
18137,448,04/10/2024 00:35,216.69,Services,Lewis and Sons
17679,435,07/10/2024 11:57,216.68,Retail,Harding Inc
9898,223,03/10/2024 00:52,216.65,Services,Parkes-Power
1502,1,01/11/2024 05:14,216.64,Groceries,Schofield-Nicholls
13714,327,25/10/2024 03:18,216.62,Utilities,"Gibson, Thomas and Elliott"
6525,132,25/09/2024 08:37,216.6,Groceries,"Franklin, Gray and Ward"
10002,224,30/10/2024 11:02,216.6,Retail,"Taylor, Turner and Robson"
17783,439,23/09/2024 03:07,216.59,Dining,"Marshall, Evans and Hyde"
15327,371,28/09/2024 04:37,216.59,Groceries,Ward Ltd
15559,377,17/10/2024 15:10,216.58,Dining,Garner and Sons
18856,469,13/11/2024 06:29,216.57,Dining,Williams Inc
13685,327,11/10/2024 09:55,216.57,Utilities,"Peacock, King and Williams"
16679,408,17/09/2024 02:05,216.56,Services,"Day, Campbell and Nixon"
8968,198,10/11/2024 16:26,216.55,Dining,O'Neill PLC
13427,319,29/09/2024 16:01,216.55,Utilities,"Begum, Sanders and Duncan"
10460,237,31/10/2024 07:26,216.54,Utilities,"Butler, Dawson and Mellor"
14106,337,23/10/2024 04:03,216.51,Services,"Simpson, Potter and Wall"
4253,72,05/11/2024 16:48,216.5,Groceries,Smith Inc
4447,76,30/10/2024 18:25,216.48,Transport,Moore-Jones
7496,158,04/10/2024 01:52,216.41,Services,"Jenkins, Wilkinson and Ali"
7296,152,19/09/2024 05:24,216.41,Utilities,Evans PLC
6764,138,13/11/2024 11:47,216.37,Groceries,Thompson Group
7699,163,01/10/2024 21:36,216.37,Groceries,"Patel, Moore and O'Sullivan"
3967,65,05/11/2024 23:53,216.36,Services,"Stevenson, Reynolds and Harper"
14044,335,08/10/2024 14:53,216.34,Utilities,Kelly Ltd
14533,348,25/10/2024 03:24,216.31,Retail,"Robertson, Chadwick and Smith"
13283,315,06/11/2024 03:45,216.31,Utilities,Connor LLC
9104,201,03/10/2024 10:01,216.28,Retail,Horton-Davison
10260,232,27/10/2024 01:08,216.25,Utilities,Wood LLC
13735,328,30/10/2024 07:01,216.24,Dining,Hughes-Thompson
1905,12,24/09/2024 10:25,216.22,Services,Jones Ltd
15055,361,18/10/2024 04:42,216.2,Utilities,"Richards, Tyler and Scott"
5665,110,13/10/2024 02:08,216.19,Groceries,Hilton-Adams
7208,151,13/10/2024 06:22,216.19,Services,Clark-Bell
11381,262,11/11/2024 22:56,216.18,Retail,Smith PLC
8283,180,23/10/2024 06:44,216.16,Groceries,Jones-Reed
14345,342,02/11/2024 07:23,216.16,Groceries,Farmer-Wood
16563,405,09/11/2024 15:32,216.16,Groceries,"Taylor, Brooks and Evans"
5237,99,17/10/2024 21:05,216.16,Services,Charlton Group
17295,424,26/10/2024 22:24,216.13,Transport,Young and Sons
11487,264,18/09/2024 04:24,216.12,Groceries,Roberts-Smith
6928,143,10/10/2024 08:43,216.11,Dining,Davis Inc
19848,496,26/10/2024 08:59,216.08,Groceries,Taylor-Austin
2724,33,18/10/2024 10:37,216.07,Dining,"Barnett, Powell and Steele"
9019,199,10/11/2024 06:31,216.05,Transport,Hopkins Ltd
14704,353,25/10/2024 19:05,216.03,Transport,Cross Inc
13051,309,10/10/2024 17:12,216.02,Retail,"Howell, Thompson and Phillips"
6806,139,30/09/2024 23:48,215.99,Groceries,Edwards PLC
14690,352,07/10/2024 10:06,215.99,Retail,Williams-O'Connor
6752,138,01/11/2024 20:33,215.99,Transport,Griffin PLC
17446,427,17/10/2024 00:28,215.97,Dining,Chandler Group
1466,1,21/09/2024 10:47,215.97,Retail,"Norton, Barnett and Patel"
3501,53,30/09/2024 19:53,215.97,Services,"Cartwright, Banks and Wilson"
13832,331,22/10/2024 15:07,215.93,Services,Fisher-Butler
6880,142,12/11/2024 03:39,215.92,Transport,Jones Ltd
7552,159,25/10/2024 23:15,215.92,Transport,Anderson-Perkins
2486,27,24/10/2024 10:23,215.9,Services,Reed PLC
12600,296,10/11/2024 07:48,215.89,Services,Turner LLC
2867,37,09/11/2024 01:28,215.87,Utilities,Thompson-Rogers
5517,107,05/11/2024 01:44,215.84,Services,"Edwards, Townsend and Warner"
10492,238,12/11/2024 16:20,215.84,Services,Jones Ltd
16915,414,11/11/2024 15:01,215.81,Retail,"Ross, Parkinson and Spencer"
8651,189,11/11/2024 03:03,215.79,Transport,"Roberts, Phillips and Briggs"
3975,66,17/10/2024 19:30,215.75,Groceries,"Little, Harvey and Morley"
10549,239,15/10/2024 11:23,215.75,Retail,Gordon-Rhodes
13439,319,26/10/2024 03:41,215.74,Groceries,Reed Ltd
17551,431,16/10/2024 19:23,215.73,Transport,Wilson-Hussain
7554,159,01/10/2024 02:28,215.72,Groceries,Hancock LLC
11351,261,24/10/2024 07:22,215.72,Utilities,Robinson-Roberts
9570,211,09/10/2024 05:34,215.71,Dining,Davies Inc
14758,354,06/11/2024 20:49,215.7,Groceries,Walker and Sons
7804,166,29/09/2024 03:43,215.7,Services,"Young, Wilson and Haynes"
2471,27,29/10/2024 19:49,215.69,Groceries,Hale Group
6303,127,18/10/2024 02:31,215.69,Utilities,Higgins-Howard
6201,124,10/11/2024 12:36,215.68,Services,Rose PLC
16424,401,05/11/2024 06:21,215.68,Services,"Dean, White and Hall"
15487,375,16/10/2024 00:35,215.66,Groceries,"Wright, Tucker and Green"
7781,165,19/10/2024 14:37,215.66,Services,Morton-Riley
17954,443,26/09/2024 11:59,215.65,Groceries,Doyle PLC
4151,70,18/09/2024 18:44,215.65,Services,Mason-Lees
16769,411,08/11/2024 06:22,215.63,Utilities,Martin Inc
4289,73,19/09/2024 05:03,215.61,Dining,Morley Inc
12000,279,09/11/2024 23:12,215.61,Transport,Owen-Hunt
17093,419,08/11/2024 11:13,215.61,Utilities,"Hall, Roberts and Henry"
18597,461,19/09/2024 13:32,215.59,Retail,"Johnson, Phillips and Clark"
8504,185,07/11/2024 17:37,215.58,Transport,Macdonald and Sons
6420,130,20/10/2024 00:23,215.57,Dining,Thomas LLC
12943,305,08/10/2024 18:11,215.57,Retail,"Pugh, Davis and Rowe"
13162,312,21/10/2024 17:59,215.56,Utilities,Cross-Lewis
2512,28,04/11/2024 09:10,215.54,Retail,Morgan LLC
5370,103,29/10/2024 12:14,215.53,Services,"Hammond, Smith and Watson"
13223,314,17/09/2024 05:08,215.48,Groceries,Powell-Fry
4144,70,05/10/2024 03:35,215.46,Retail,"Harrison, Lee and Lees"
12907,305,29/09/2024 09:44,215.4,Transport,Sheppard-Abbott
13589,322,07/10/2024 12:13,215.39,Services,Robson-Clark
2516,28,21/09/2024 03:36,215.38,Groceries,"Taylor, Ellis and Dixon"
6804,139,08/11/2024 10:33,215.38,Groceries,"Fowler, Arnold and Dickinson"
2972,40,14/10/2024 02:52,215.38,Retail,Willis-Sims
4402,75,10/11/2024 04:36,215.38,Transport,"Baxter, Morris and Harper"
18534,459,26/09/2024 01:10,215.37,Utilities,Morgan LLC
11749,272,15/11/2024 08:12,215.36,Groceries,Powell-Miah
17493,430,27/09/2024 16:56,215.36,Groceries,Williamson-Mann
5494,106,14/10/2024 18:44,215.34,Services,"Richardson, Thompson and Ahmed"
6911,143,30/09/2024 15:01,215.33,Dining,"Morton, Hunt and Davies"
8629,188,19/10/2024 05:41,215.33,Dining,Frost-Turnbull
5249,100,05/11/2024 18:32,215.32,Dining,"Hughes, Foster and Ball"
15620,378,08/10/2024 11:37,215.32,Utilities,Sheppard Ltd
6207,125,28/10/2024 01:01,215.28,Dining,Williams Ltd
13025,309,17/09/2024 23:26,215.27,Retail,Evans Ltd
8333,181,14/11/2024 12:07,215.23,Groceries,Gregory-Parsons
13809,330,23/10/2024 06:13,215.22,Services,Lees-Edwards
16357,399,09/10/2024 04:31,215.19,Services,Harding Group
3581,54,13/10/2024 14:18,215.18,Groceries,Rowe-Begum
12381,290,23/10/2024 09:24,215.17,Utilities,Carter Ltd
19603,490,26/09/2024 11:08,215.17,Utilities,Webster Group
7225,151,21/09/2024 07:43,215.16,Dining,"Murphy, Vincent and Stephenson"
8811,194,10/10/2024 13:42,215.16,Retail,Gallagher LLC
5834,113,09/10/2024 19:20,215.15,Transport,"Wells, Clark and Jones"
11928,277,29/10/2024 03:58,215.14,Groceries,"Allen, Walker and Miah"
2239,20,16/10/2024 01:45,215.1,Retail,Taylor-Robson
6294,127,18/09/2024 21:24,215.1,Transport,"Wade, Wilson and Hughes"
19488,487,15/11/2024 04:04,215.04,Utilities,Ahmed Group
11148,255,07/10/2024 14:47,215.02,Services,Walton-Hanson
18232,450,13/11/2024 00:20,215.02,Utilities,"Holland, Perry and Duncan"
6679,135,21/09/2024 17:34,215.01,Dining,"Kirk, Williams and Sinclair"
18520,458,23/10/2024 18:53,215.01,Dining,Lewis PLC
2710,33,07/10/2024 16:23,214.99,Utilities,Marshall-Martin
17703,436,19/09/2024 05:38,214.97,Groceries,Rice Group
11916,276,24/09/2024 18:46,214.97,Utilities,Brown and Sons
3721,58,26/10/2024 20:19,214.96,Transport,Haynes Ltd
15079,362,09/10/2024 15:49,214.94,Groceries,Hunter LLC
17379,426,13/10/2024 00:56,214.94,Services,Pratt-Lewis
11634,269,11/10/2024 18:20,214.93,Services,Goddard-Scott
8523,186,09/10/2024 02:52,214.91,Dining,Barker-Burns
4715,83,04/10/2024 06:08,214.91,Utilities,Lane LLC
16812,412,02/11/2024 21:15,214.91,Utilities,Shah LLC
1618,5,18/09/2024 18:30,214.9,Services,Power LLC
2674,32,18/10/2024 12:55,214.87,Services,O'Neill-Wilkinson
14827,355,24/10/2024 21:29,214.81,Utilities,Atkinson-Thomas
16721,410,29/10/2024 13:23,214.8,Groceries,Bennett and Sons
3122,44,28/10/2024 20:08,214.8,Retail,Kennedy-Oliver
8468,184,02/11/2024 20:26,214.8,Retail,Foster Ltd
15099,363,04/10/2024 07:34,214.79,Dining,Lloyd-Mann
18939,472,25/09/2024 12:22,214.78,Groceries,"Harrison, Lambert and Skinner"
17836,440,07/11/2024 08:11,214.78,Services,Robson Inc
15741,382,30/10/2024 12:28,214.77,Groceries,"James, Robinson and King"
13391,318,21/10/2024 05:27,214.76,Groceries,"Stanley, Pollard and Allen"
13124,311,12/10/2024 01:57,214.75,Groceries,Hall Inc
6160,123,27/10/2024 04:11,214.75,Services,Andrews PLC
12425,291,26/10/2024 22:38,214.74,Dining,Hall Inc
14765,354,17/10/2024 05:53,214.74,Utilities,Patel PLC
8295,180,19/10/2024 00:21,214.72,Groceries,"Pearson, Smith and Johnston"
6275,126,12/10/2024 13:45,214.71,Transport,Pearson Ltd
13997,334,25/10/2024 12:44,214.69,Retail,"Gould, Matthews and Parker"
7213,151,09/11/2024 20:28,214.68,Services,Booth-Fuller
16589,406,15/10/2024 02:32,214.67,Transport,Turner-Collins
4527,78,25/10/2024 15:32,214.66,Transport,Robinson-Chamberlain
3273,47,07/10/2024 17:34,214.65,Groceries,Kelly-Schofield
7718,163,11/11/2024 22:55,214.65,Services,Smith-Mitchell
17389,426,22/10/2024 18:58,214.65,Transport,Stone-Knight
9083,200,27/09/2024 17:42,214.64,Retail,Taylor-Dodd
14855,356,26/10/2024 23:36,214.64,Services,James-McCarthy
9034,199,26/09/2024 16:29,214.62,Utilities,Goodwin LLC
6407,129,14/10/2024 12:24,214.6,Dining,Jackson-Smith
18568,461,29/10/2024 16:18,214.6,Dining,Fuller and Sons
9407,208,28/10/2024 02:07,214.6,Groceries,Jarvis-Smith
19806,495,09/11/2024 05:07,214.59,Transport,"King, Bell and Cook"
16999,416,17/10/2024 06:33,214.52,Dining,Williams-Howard
8519,186,23/09/2024 08:21,214.5,Groceries,Lloyd-Swift
14437,345,14/10/2024 07:17,214.49,Groceries,"Green, Harris and Clarke"
8709,191,30/10/2024 23:51,214.49,Transport,Barlow Ltd
3720,58,09/11/2024 13:00,214.48,Groceries,Hughes-Thompson
19399,485,18/10/2024 15:10,214.47,Groceries,Watson Ltd
3045,41,12/10/2024 05:52,214.47,Transport,"Bibi, Stokes and Byrne"
3052,42,30/09/2024 06:43,214.47,Utilities,"Evans, Sykes and Poole"
15691,380,05/11/2024 12:05,214.46,Utilities,O'Connor-Collins
8148,176,09/11/2024 14:16,214.42,Services,Thorpe and Sons
11052,253,02/10/2024 09:52,214.4,Transport,Phillips and Sons
10303,233,23/10/2024 08:56,214.36,Utilities,Davies PLC
14130,337,13/11/2024 05:52,214.35,Services,Baker-Smith
5916,116,31/10/2024 17:24,214.32,Transport,Wood Inc
8005,172,29/09/2024 13:48,214.3,Retail,Cross and Sons
16076,392,07/11/2024 12:43,214.28,Dining,"Lawrence, Cooper and Howard"
15111,364,10/10/2024 03:55,214.25,Groceries,"Clarke, Harrison and Woods"
19342,483,18/09/2024 08:55,214.24,Utilities,"Bell, Jackson and Rees"
4357,75,21/09/2024 21:50,214.2,Dining,Lee Inc
16157,395,08/11/2024 14:40,214.2,Services,Wilkinson-Marshall
5070,92,25/10/2024 15:23,214.19,Retail,Foster-Johnson
9456,209,13/11/2024 18:12,214.17,Transport,Atkinson Inc
6770,138,15/10/2024 08:38,214.12,Groceries,Elliott Ltd
18931,472,22/10/2024 12:41,214.09,Dining,Dunn LLC
9896,222,09/11/2024 23:45,214.07,Dining,Webb Inc
17374,426,27/10/2024 02:37,214.06,Retail,Taylor Ltd
10522,238,27/10/2024 09:12,214.04,Groceries,Gray LLC
15560,377,01/11/2024 13:21,214.04,Utilities,Burton-Storey
15619,378,11/10/2024 13:09,214.04,Utilities,Moss PLC
5431,104,10/10/2024 07:29,214.03,Services,Richards-Pearson
10924,250,24/10/2024 11:33,214,Utilities,Riley Ltd
19872,497,13/11/2024 04:03,213.98,Utilities,Ward-Simpson
11275,259,06/11/2024 21:38,213.97,Utilities,"Mitchell, Williams and Brennan"
9846,221,08/10/2024 21:32,213.96,Dining,Hunt and Sons
16993,416,15/11/2024 17:44,213.95,Retail,"Kelly, Green and Russell"
1857,11,27/09/2024 23:36,213.93,Utilities,White-Hughes
12477,293,03/11/2024 08:08,213.92,Dining,"Perry, Davies and Armstrong"
18565,461,27/09/2024 03:46,213.92,Services,Gough Ltd
6678,135,16/09/2024 21:37,213.91,Services,Turner Inc
12420,291,10/11/2024 07:29,213.91,Transport,"Mann, Fletcher and Green"
6476,131,19/10/2024 01:28,213.89,Dining,Arnold-Jones
15495,375,24/10/2024 15:52,213.88,Groceries,Payne PLC
13215,314,22/09/2024 15:05,213.84,Dining,"Davies, Morgan and Sinclair"
6049,120,03/10/2024 13:16,213.83,Services,Parkes-Wright
4103,69,18/09/2024 20:47,213.82,Retail,Parsons-Iqbal
2954,39,10/11/2024 22:53,213.8,Services,Riley LLC
7035,146,25/10/2024 01:40,213.78,Utilities,Gordon LLC
12239,287,18/09/2024 02:23,213.77,Retail,"Sutton, May and Ashton"
3366,49,04/10/2024 17:41,213.77,Transport,"Patel, Foster and Stewart"
19525,488,04/10/2024 14:16,213.72,Transport,"Baker, Elliott and Ward"
10804,248,17/09/2024 17:20,213.7,Utilities,Fuller LLC
9886,222,15/10/2024 09:53,213.69,Dining,Ross-Mitchell
1765,9,24/09/2024 16:08,213.68,Utilities,Jones-Porter
5125,94,15/10/2024 00:31,213.67,Retail,"Ali, Ryan and Haynes"
15909,388,06/11/2024 11:28,213.66,Dining,"Williamson, Bennett and Parry"
6449,130,08/11/2024 10:46,213.66,Transport,Richardson-Long
17762,437,27/09/2024 18:11,213.65,Dining,Reynolds and Sons
3715,58,27/09/2024 15:54,213.65,Transport,"Morris, Smith and Hicks"
7640,161,30/10/2024 07:20,213.63,Groceries,Atkinson LLC
4437,76,29/09/2024 03:40,213.62,Services,Bradley Group
14475,346,13/10/2024 01:28,213.62,Services,"Gould, Thomas and Walsh"
10740,246,04/11/2024 15:13,213.61,Transport,Taylor Group
1522,2,24/09/2024 15:40,213.58,Groceries,Cook PLC
9575,211,06/11/2024 02:41,213.58,Transport,Baldwin-Doherty
2050,16,15/10/2024 23:56,213.58,Utilities,Fry-Harris
2743,34,31/10/2024 21:38,213.55,Transport,Hopkins PLC
1973,14,05/11/2024 23:09,213.54,Dining,"Wong, Reynolds and Holmes"
17624,433,23/10/2024 17:50,213.54,Services,Barlow PLC
15708,381,15/10/2024 05:50,213.54,Transport,"Hall, Vaughan and Ross"
6722,137,02/10/2024 08:29,213.52,Services,"Smith, Jackson and Johnson"
5992,118,19/09/2024 14:15,213.48,Services,Davies-Foster
19928,499,18/09/2024 21:34,213.48,Utilities,Allan and Sons
7571,159,20/09/2024 13:03,213.46,Groceries,Thorpe and Sons
18886,470,25/09/2024 08:44,213.46,Groceries,"Forster, Dunn and Wells"
12271,288,06/11/2024 00:43,213.46,Retail,Barker-Kelly
10359,235,23/10/2024 08:16,213.45,Dining,Davis-Saunders
14166,338,27/09/2024 05:52,213.45,Groceries,"Chambers, Brown and Burgess"
10277,232,18/10/2024 04:57,213.45,Retail,Allen-James
8861,195,15/11/2024 20:35,213.4,Dining,Jones LLC
17715,436,19/09/2024 18:40,213.39,Utilities,Brown Inc
8763,192,04/10/2024 00:55,213.37,Groceries,Williams-Thomas
8355,181,21/10/2024 17:56,213.37,Retail,West Group
15600,377,03/10/2024 15:13,213.36,Transport,"Foster, Reed and Robinson"
9875,222,17/10/2024 12:44,213.35,Groceries,Henderson-Barnes
17578,432,16/10/2024 13:54,213.33,Retail,"Patel, Cunningham and Williams"
19523,488,24/10/2024 23:16,213.32,Groceries,"White, Brooks and Marsh"
19213,479,17/09/2024 03:56,213.31,Transport,Weston-Vaughan
17837,440,21/09/2024 00:30,213.3,Dining,"Booth, Bailey and Sanders"
2443,27,21/10/2024 15:43,213.28,Services,Rowe Inc
14930,358,21/09/2024 10:38,213.27,Services,"Bailey, Newman and Wheeler"
8723,191,24/10/2024 00:17,213.25,Retail,Taylor-Carey
9930,223,12/10/2024 11:20,213.25,Services,Stanley-Davidson
17084,419,23/09/2024 15:47,213.23,Utilities,"Barber, Moss and Kelly"
14707,353,20/10/2024 01:58,213.22,Retail,Norton-Patel
15461,374,22/09/2024 12:27,213.21,Dining,Watkins-Hutchinson
12275,288,28/09/2024 00:24,213.2,Retail,"Stevenson, Lambert and Harvey"
4724,83,22/09/2024 03:06,213.2,Utilities,King Inc
17485,429,08/10/2024 06:20,213.19,Transport,Ward Group
9870,221,15/10/2024 01:38,213.15,Groceries,Baxter Ltd
12189,285,26/09/2024 04:48,213.15,Utilities,Morgan LLC
7012,146,28/10/2024 15:13,213.12,Dining,Mills-Sutton
12522,294,30/09/2024 14:49,213.11,Services,"Brown, Baker and Smith"
14012,334,25/09/2024 17:46,213.1,Transport,"Walters, Stevens and Barton"
15943,389,20/10/2024 09:45,213.09,Dining,Graham-Brown
12361,290,19/10/2024 07:42,213.06,Transport,"Fitzgerald, Bibi and Davis"
17619,433,23/10/2024 02:47,213.05,Groceries,"Patel, Murphy and Sheppard"
18480,458,22/10/2024 03:25,213.05,Services,"Finch, Martin and Simmons"
2378,25,19/09/2024 01:37,213.05,Utilities,Bradshaw-Parker
8824,194,08/11/2024 08:36,213.04,Utilities,Simpson-Rowe
10799,247,27/10/2024 22:20,213.03,Utilities,Bray-Roberts
2535,29,23/10/2024 09:47,213.01,Utilities,Robertson Inc
18544,460,04/11/2024 12:59,213,Transport,Edwards-Allen
3143,44,26/10/2024 04:11,212.98,Groceries,Johnson LLC
10412,236,06/10/2024 20:33,212.96,Services,Grant LLC
10887,249,02/11/2024 19:28,212.95,Utilities,"Walker, French and Jones"
4992,91,21/10/2024 21:51,212.94,Retail,Wright-Collins
10792,247,30/09/2024 12:40,212.93,Services,"Davis, Wheeler and Wilkins"
5224,98,03/11/2024 18:33,212.92,Groceries,Stephenson and Sons
9389,208,14/10/2024 06:16,212.89,Utilities,Newton-Phillips
16223,396,08/11/2024 02:19,212.84,Retail,Allen-Bibi
8412,183,22/10/2024 09:28,212.84,Services,Potter PLC
9720,217,18/10/2024 04:50,212.8,Utilities,"Lee, Wilson and Miller"
8921,196,26/09/2024 05:36,212.79,Retail,Wallis-Dobson
17036,417,20/10/2024 12:31,212.77,Groceries,Evans Group
11254,258,22/09/2024 01:29,212.76,Transport,"Baldwin, Dixon and Bell"
13465,320,17/10/2024 13:47,212.75,Utilities,Thomas Ltd
2478,27,19/09/2024 11:30,212.73,Utilities,Lane Inc
16619,406,13/11/2024 23:53,212.72,Groceries,Robson-Roberts
18136,448,19/09/2024 22:10,212.72,Utilities,Hobbs PLC
7965,170,06/11/2024 01:37,212.71,Groceries,Roberts-Todd
8061,173,19/10/2024 00:20,212.7,Dining,"Perry, Fox and Pratt"
4354,74,05/10/2024 12:02,212.68,Groceries,Thompson Group
3537,53,26/10/2024 02:50,212.67,Dining,"Cole, Day and King"
8176,176,13/10/2024 21:49,212.67,Transport,Khan Group
10021,225,16/10/2024 00:51,212.67,Transport,Hunt-Johnson
5542,107,28/09/2024 15:30,212.66,Services,"Davidson, James and Frost"
